Date	Time	ElapsedMicrosecs	WeightFromScale [g]
2023-08-01	14:11:51	504541	120.3790
2023-08-01	14:11:51	508519	120.3790
2023-08-01	14:11:51	512503	120.3790
2023-08-01	14:11:51	517877	120.3790
2023-08-01	14:11:51	523001	120.3790
2023-08-01	14:11:51	528497	120.3790
2023-08-01	14:11:51	536021	120.3790
2023-08-01	14:11:51	541323	120.3790
2023-08-01	14:11:51	550254	120.3790
2023-08-01	14:11:51	555490	120.3790
2023-08-01	14:11:51	563930	120.3790
2023-08-01	14:11:51	578099	120.3790
2023-08-01	14:11:51	586280	120.3790
2023-08-01	14:11:51	600124	120.3790
2023-08-01	14:11:51	608468	120.3790
2023-08-01	14:11:51	616793	120.3790
2023-08-01	14:11:51	625795	120.3790
2023-08-01	14:11:51	633888	120.3790
2023-08-01	14:11:51	642959	120.3790
2023-08-01	14:11:51	648646	120.3790
2023-08-01	14:11:51	661253	120.3790
2023-08-01	14:11:51	671515	120.3790
2023-08-01	14:11:51	683637	120.3790
2023-08-01	14:11:51	697488	120.3790
2023-08-01	14:11:51	715296	120.3790
2023-08-01	14:11:51	725758	120.3790
2023-08-01	14:11:51	740793	120.3790
2023-08-01	14:11:51	759646	120.3790
2023-08-01	14:11:51	775391	120.3790
2023-08-01	14:11:51	781390	120.3790
2023-08-01	14:11:51	800772	120.3790
2023-08-01	14:11:51	818501	120.3790
2023-08-01	14:11:51	833362	120.3790
2023-08-01	14:11:51	848489	120.3790
2023-08-01	14:11:51	856038	120.3790
2023-08-01	14:11:51	865598	120.3790
2023-08-01	14:11:51	870925	120.3790
2023-08-01	14:11:51	896656	120.3790
2023-08-01	14:11:51	902719	120.3790
2023-08-01	14:11:51	907432	120.3790
2023-08-01	14:11:51	912398	120.3790
2023-08-01	14:11:51	925995	120.3790
2023-08-01	14:11:51	935487	120.3790
2023-08-01	14:11:51	940758	120.3790
2023-08-01	14:11:51	948748	120.3790
2023-08-01	14:11:51	955337	120.3790
2023-08-01	14:11:51	961365	120.3790
2023-08-01	14:11:51	970402	120.3790
2023-08-01	14:11:51	977349	120.3790
2023-08-01	14:11:51	981574	120.3790
2023-08-01	14:11:51	985136	120.3790
2023-08-01	14:11:51	991336	120.3790
2023-08-01	14:11:51	995246	120.3790
2023-08-01	14:11:51	1007963	120.3790
2023-08-01	14:11:51	1013988	120.3790
2023-08-01	14:11:51	1020208	120.3790
2023-08-01	14:11:51	1027159	120.3790
2023-08-01	14:11:51	1034610	120.3790
2023-08-01	14:11:51	1041037	120.3790
2023-08-01	14:11:51	1045390	120.3790
2023-08-01	14:11:51	1059284	120.3790
2023-08-01	14:11:51	1068457	120.3790
2023-08-01	14:11:51	1076102	120.3790
2023-08-01	14:11:51	1083903	120.3790
2023-08-01	14:11:51	1093559	120.3790
2023-08-01	14:11:51	1103410	120.3790
2023-08-01	14:11:51	1110468	120.3790
2023-08-01	14:11:51	1118229	120.3790
2023-08-01	14:11:51	1125778	120.3790
2023-08-01	14:11:51	1133662	120.3790
2023-08-01	14:11:51	1139712	120.3790
2023-08-01	14:11:51	1146448	120.3790
2023-08-01	14:11:51	1151259	120.3790
2023-08-01	14:11:51	1157110	120.3790
2023-08-01	14:11:51	1166505	120.3790
2023-08-01	14:11:51	1190451	120.3790
2023-08-01	14:11:51	1202827	120.3790
2023-08-01	14:11:51	1211580	120.3790
2023-08-01	14:11:51	1220016	120.3790
2023-08-01	14:11:51	1228562	120.3790
2023-08-01	14:11:51	1240708	120.3790
2023-08-01	14:11:51	1245536	120.3790
2023-08-01	14:11:51	1254541	120.3790
2023-08-01	14:11:51	1264294	120.3790
2023-08-01	14:11:51	1273459	120.3790
2023-08-01	14:11:51	1278490	120.3790
2023-08-01	14:11:51	1283309	120.3790
2023-08-01	14:11:51	1287609	120.3790
2023-08-01	14:11:51	1293888	120.3790
2023-08-01	14:11:52	1321712	120.3790
2023-08-01	14:11:52	1325584	120.3790
2023-08-01	14:11:52	1331061	120.3790
2023-08-01	14:11:52	1342493	120.3790
2023-08-01	14:11:52	1347135	120.3790
2023-08-01	14:11:52	1352768	120.3790
2023-08-01	14:11:52	1358781	120.3790
2023-08-01	14:11:52	1365400	120.3790
2023-08-01	14:11:52	1370728	120.3790
2023-08-01	14:11:52	1378767	120.3790
2023-08-01	14:11:52	1386569	120.3790
2023-08-01	14:11:52	1396210	120.3790
2023-08-01	14:11:52	1404034	120.3790
2023-08-01	14:11:52	1412382	120.3790
2023-08-01	14:11:52	1421011	120.3790
2023-08-01	14:11:52	1428423	120.3790
2023-08-01	14:11:52	1433933	120.3790
2023-08-01	14:11:52	1439947	120.3790
2023-08-01	14:11:52	1448647	120.3790
2023-08-01	14:11:52	1456395	120.3790
2023-08-01	14:11:52	1466769	120.3790
2023-08-01	14:11:52	1472326	120.3790
2023-08-01	14:11:52	1480501	120.3790
2023-08-01	14:11:52	1485830	120.3790
2023-08-01	14:11:52	1493858	120.3790
2023-08-01	14:11:52	1500550	120.3790
2023-08-01	14:11:52	1507257	120.3790
2023-08-01	14:11:52	1516249	120.3790
2023-08-01	14:11:52	1521566	120.3790
2023-08-01	14:11:52	1527602	120.3790
2023-08-01	14:11:52	1535564	120.3790
2023-08-01	14:11:52	1543792	120.3790
2023-08-01	14:11:52	1550900	120.3790
2023-08-01	14:11:52	1559173	120.3790
2023-08-01	14:11:52	1567465	120.3790
2023-08-01	14:11:52	1574513	120.3790
2023-08-01	14:11:52	1585173	120.3790
2023-08-01	14:11:52	1593140	120.3790
2023-08-01	14:11:52	1600775	120.3790
2023-08-01	14:11:52	1609723	120.3790
2023-08-01	14:11:52	1614837	120.3790
2023-08-01	14:11:52	1619132	120.3790
2023-08-01	14:11:52	1626446	120.3790
2023-08-01	14:11:52	1633589	120.3790
2023-08-01	14:11:52	1637737	120.3790
2023-08-01	14:11:52	1642149	120.3790
2023-08-01	14:11:52	1646333	120.3790
2023-08-01	14:11:52	1649591	120.3790
2023-08-01	14:11:52	1652612	120.3790
2023-08-01	14:11:52	1655874	120.3790
2023-08-01	14:11:52	1660234	120.3790
2023-08-01	14:11:52	1670612	120.3790
2023-08-01	14:11:52	1683062	120.3790
2023-08-01	14:11:52	1694886	120.3790
2023-08-01	14:11:52	1703883	120.3790
2023-08-01	14:11:52	1709772	120.3790
2023-08-01	14:11:52	1715002	120.3790
2023-08-01	14:11:52	1723326	120.3790
2023-08-01	14:11:52	1727812	120.3790
2023-08-01	14:11:52	1732116	120.3790
2023-08-01	14:11:52	1753868	120.3790
2023-08-01	14:11:52	1760049	120.3790
2023-08-01	14:11:52	1766083	120.3790
2023-08-01	14:11:52	1771998	120.3790
2023-08-01	14:11:52	1776441	120.3790
2023-08-01	14:11:52	1779505	120.3790
2023-08-01	14:11:52	1783755	120.3790
2023-08-01	14:11:52	1787186	120.3790
2023-08-01	14:11:52	1793628	120.3790
2023-08-01	14:11:52	1800077	120.3790
2023-08-01	14:11:52	1803561	120.3790
2023-08-01	14:11:52	1806774	120.3790
2023-08-01	14:11:52	1810209	120.3790
2023-08-01	14:11:52	1834246	120.3790
2023-08-01	14:11:52	1836680	120.3790
2023-08-01	14:11:52	1842394	120.3790
2023-08-01	14:11:52	1851130	120.3790
2023-08-01	14:11:52	1855522	120.3790
2023-08-01	14:11:52	1859708	120.3790
2023-08-01	14:11:52	1874022	120.3790
2023-08-01	14:11:52	1881069	120.3790
2023-08-01	14:11:52	1886259	120.3790
2023-08-01	14:11:52	1896049	120.3790
2023-08-01	14:11:52	1902125	120.3790
2023-08-01	14:11:52	1913475	120.3790
2023-08-01	14:11:52	1919780	120.3790
2023-08-01	14:11:52	1927332	120.3790
2023-08-01	14:11:52	1934810	120.3790
2023-08-01	14:11:52	1945720	120.3790
2023-08-01	14:11:52	1949120	120.3790
2023-08-01	14:11:52	1953474	120.3790
2023-08-01	14:11:52	1958899	120.3790
2023-08-01	14:11:52	1964908	120.3790
2023-08-01	14:11:52	1970706	120.3790
2023-08-01	14:11:52	1973121	120.3790
2023-08-01	14:11:52	1987189	120.3790
2023-08-01	14:11:52	1992364	120.3790
2023-08-01	14:11:52	1996019	120.3790
2023-08-01	14:11:52	2006589	120.3790
2023-08-01	14:11:52	2010442	120.3790
2023-08-01	14:11:52	2014324	120.3790
2023-08-01	14:11:52	2022902	120.3790
2023-08-01	14:11:52	2038050	120.3790
2023-08-01	14:11:52	2042024	120.3790
2023-08-01	14:11:52	2045601	120.3790
2023-08-01	14:11:52	2060069	120.3790
2023-08-01	14:11:52	2064527	120.3790
2023-08-01	14:11:52	2068488	120.3790
2023-08-01	14:11:52	2082053	120.3790
2023-08-01	14:11:52	2085721	120.3790
2023-08-01	14:11:52	2089970	120.3790
2023-08-01	14:11:52	2093071	120.3790
2023-08-01	14:11:52	2110140	120.3790
2023-08-01	14:11:52	2114053	120.3790
2023-08-01	14:11:52	2117702	120.3790
2023-08-01	14:11:52	2123880	120.3790
2023-08-01	14:11:52	2130505	120.3790
2023-08-01	14:11:52	2138556	120.3790
2023-08-01	14:11:52	2146696	120.3790
2023-08-01	14:11:52	2153022	120.3790
2023-08-01	14:11:52	2162556	120.3790
2023-08-01	14:11:52	2168482	120.3790
2023-08-01	14:11:52	2175684	120.3790
2023-08-01	14:11:52	2179687	120.3790
2023-08-01	14:11:52	2185721	120.3790
2023-08-01	14:11:52	2192073	120.3790
2023-08-01	14:11:52	2194718	120.3790
2023-08-01	14:11:52	2197336	120.3790
2023-08-01	14:11:52	2200045	120.3790
2023-08-01	14:11:52	2215746	120.3790
2023-08-01	14:11:52	2221600	120.3790
2023-08-01	14:11:52	2224436	120.3790
2023-08-01	14:11:52	2227360	120.3790
2023-08-01	14:11:52	2240661	120.3790
2023-08-01	14:11:52	2247930	120.3790
2023-08-01	14:11:52	2257172	120.3790
2023-08-01	14:11:52	2266484	120.3790
2023-08-01	14:11:52	2273906	120.3790
2023-08-01	14:11:52	2279468	120.3790
2023-08-01	14:11:52	2285377	120.3790
2023-08-01	14:11:52	2291466	120.3790
2023-08-01	14:11:52	2297797	120.3790
2023-08-01	14:11:52	2302608	120.3790
2023-08-01	14:11:52	2309493	120.3790
2023-08-01	14:11:53	2316557	120.3790
2023-08-01	14:11:53	2322640	120.3790
2023-08-01	14:11:53	2326967	120.3790
2023-08-01	14:11:53	2334328	120.3790
2023-08-01	14:11:53	2341371	120.3790
2023-08-01	14:11:53	2346439	120.3790
2023-08-01	14:11:53	2350874	120.3790
2023-08-01	14:11:53	2354531	120.3790
2023-08-01	14:11:53	2360821	120.3790
2023-08-01	14:11:53	2365970	120.3790
2023-08-01	14:11:53	2371379	120.3790
2023-08-01	14:11:53	2375905	120.3790
2023-08-01	14:11:53	2383480	120.3790
2023-08-01	14:11:53	2392118	120.3790
2023-08-01	14:11:53	2397966	120.3790
2023-08-01	14:11:53	2401141	120.3790
2023-08-01	14:11:53	2408521	120.3790
2023-08-01	14:11:53	2416960	120.3790
2023-08-01	14:11:53	2421309	120.3790
2023-08-01	14:11:53	2427087	120.3790
2023-08-01	14:11:53	2438953	120.3790
2023-08-01	14:11:53	2445449	120.3790
2023-08-01	14:11:53	2447947	120.3790
2023-08-01	14:11:53	2459521	120.3790
2023-08-01	14:11:53	2476081	120.3790
2023-08-01	14:11:53	2478541	120.3790
2023-08-01	14:11:53	2481616	120.3790
2023-08-01	14:11:53	2505104	120.3790
2023-08-01	14:11:53	2524359	120.3790
2023-08-01	14:11:53	2527107	120.3790
2023-08-01	14:11:53	2530180	120.3790
2023-08-01	14:11:53	2534329	120.3790
2023-08-01	14:11:53	2536747	120.3790
2023-08-01	14:11:53	2545554	120.3790
2023-08-01	14:11:53	2552872	120.3790
2023-08-01	14:11:53	2562834	120.3790
2023-08-01	14:11:53	2570739	120.3790
2023-08-01	14:11:53	2576538	120.3790
2023-08-01	14:11:53	2588027	120.3790
2023-08-01	14:11:53	2595139	120.3790
2023-08-01	14:11:53	2601738	120.3790
2023-08-01	14:11:53	2612171	120.3790
2023-08-01	14:11:53	2621310	120.3790
2023-08-01	14:11:53	2628710	120.3790
2023-08-01	14:11:53	2637518	120.3790
2023-08-01	14:11:53	2646408	120.3790
2023-08-01	14:11:53	2654394	120.3790
2023-08-01	14:11:53	2664980	120.3790
2023-08-01	14:11:53	2674134	120.3790
2023-08-01	14:11:53	2680536	120.3790
2023-08-01	14:11:53	2687191	120.3790
2023-08-01	14:11:53	2694619	120.3790
2023-08-01	14:11:53	2706378	120.3790
2023-08-01	14:11:53	2719058	120.3790
2023-08-01	14:11:53	2727594	120.3790
2023-08-01	14:11:53	2734496	120.3790
2023-08-01	14:11:53	2740340	120.3790
2023-08-01	14:11:53	2753331	120.3790
2023-08-01	14:11:53	2757753	120.3790
2023-08-01	14:11:53	2761752	120.3790
2023-08-01	14:11:53	2766146	120.3790
2023-08-01	14:11:53	2783032	120.3790
2023-08-01	14:11:53	2789924	120.3790
2023-08-01	14:11:53	2797812	120.3790
2023-08-01	14:11:53	2803736	120.3790
2023-08-01	14:11:53	2812845	120.3790
2023-08-01	14:11:53	2826002	120.3790
2023-08-01	14:11:53	2838204	120.3790
2023-08-01	14:11:53	2847426	120.3790
2023-08-01	14:11:53	2854521	120.3790
2023-08-01	14:11:53	2861101	120.3790
2023-08-01	14:11:53	2870543	120.3790
2023-08-01	14:11:53	2873034	120.3790
2023-08-01	14:11:53	2875868	120.3790
2023-08-01	14:11:53	2889442	120.3790
2023-08-01	14:11:53	2895671	120.3790
2023-08-01	14:11:53	2900261	120.3790
2023-08-01	14:11:53	2907684	120.3790
2023-08-01	14:11:53	2912664	120.3790
2023-08-01	14:11:53	2919598	120.3790
2023-08-01	14:11:53	2924489	120.3790
2023-08-01	14:11:53	2930101	120.3790
2023-08-01	14:11:53	2934844	120.3790
2023-08-01	14:11:53	2940044	120.3790
2023-08-01	14:11:53	2945943	120.3790
2023-08-01	14:11:53	2950692	120.3790
2023-08-01	14:11:53	2955034	120.3790
2023-08-01	14:11:53	2961021	120.3790
2023-08-01	14:11:53	2967049	120.3790
2023-08-01	14:11:53	2974192	120.3790
2023-08-01	14:11:53	2978832	120.3790
2023-08-01	14:11:53	2984766	120.3790
2023-08-01	14:11:53	2989540	120.3790
2023-08-01	14:11:53	2995112	120.3790
2023-08-01	14:11:53	2999672	120.3790
2023-08-01	14:11:53	3005133	120.3790
2023-08-01	14:11:53	3010575	120.3790
2023-08-01	14:11:53	3014757	120.3790
2023-08-01	14:11:53	3019553	120.3790
2023-08-01	14:11:53	3024142	120.3790
2023-08-01	14:11:53	3029006	120.3790
2023-08-01	14:11:53	3032904	120.3790
2023-08-01	14:11:53	3036595	120.3790
2023-08-01	14:11:53	3040104	120.3790
2023-08-01	14:11:53	3057924	120.3790
2023-08-01	14:11:53	3063085	120.3790
2023-08-01	14:11:53	3067031	120.3790
2023-08-01	14:11:53	3071497	120.3790
2023-08-01	14:11:53	3076549	120.3790
2023-08-01	14:11:53	3084172	120.3790
2023-08-01	14:11:53	3087548	120.3790
2023-08-01	14:11:53	3100521	120.3790
2023-08-01	14:11:53	3104475	120.3790
2023-08-01	14:11:53	3112773	120.3790
2023-08-01	14:11:53	3119761	120.3790
2023-08-01	14:11:53	3131897	120.3790
2023-08-01	14:11:53	3138819	120.3790
2023-08-01	14:11:53	3147473	120.3790
2023-08-01	14:11:53	3153887	120.3790
2023-08-01	14:11:53	3171434	120.3790
2023-08-01	14:11:53	3179535	120.3790
2023-08-01	14:11:53	3184334	120.3790
2023-08-01	14:11:53	3190057	120.3790
2023-08-01	14:11:53	3195688	120.3790
2023-08-01	14:11:53	3200692	120.3790
2023-08-01	14:11:53	3206751	120.3790
2023-08-01	14:11:53	3213291	120.3790
2023-08-01	14:11:53	3221436	120.3790
2023-08-01	14:11:53	3239157	120.3790
2023-08-01	14:11:53	3246880	120.3790
2023-08-01	14:11:53	3253353	120.3790
2023-08-01	14:11:53	3258139	120.3790
2023-08-01	14:11:53	3268046	120.3790
2023-08-01	14:11:53	3284518	120.3790
2023-08-01	14:11:53	3291497	120.3790
2023-08-01	14:11:53	3299098	120.3790
2023-08-01	14:11:53	3305292	120.3790
2023-08-01	14:11:53	3314711	120.3790
2023-08-01	14:11:54	3322475	120.3790
2023-08-01	14:11:54	3330529	120.3790
2023-08-01	14:11:54	3334811	120.3790
2023-08-01	14:11:54	3339868	120.3790
2023-08-01	14:11:54	3348233	120.3790
2023-08-01	14:11:54	3355633	120.3790
2023-08-01	14:11:54	3361883	120.3790
2023-08-01	14:11:54	3367170	120.3790
2023-08-01	14:11:54	3374084	120.3790
2023-08-01	14:11:54	3382475	120.3790
2023-08-01	14:11:54	3388086	120.3790
2023-08-01	14:11:54	3393433	120.3790
2023-08-01	14:11:54	3400557	120.3790
2023-08-01	14:11:54	3413963	120.3790
2023-08-01	14:11:54	3416797	120.3790
2023-08-01	14:11:54	3426405	120.3790
2023-08-01	14:11:54	3435840	120.3790
2023-08-01	14:11:54	3446875	120.3790
2023-08-01	14:11:54	3457711	120.3790
2023-08-01	14:11:54	3464702	120.3790
2023-08-01	14:11:54	3472202	120.3790
2023-08-01	14:11:54	3483716	120.3790
2023-08-01	14:11:54	3490016	120.3790
2023-08-01	14:11:54	3497824	120.3790
2023-08-01	14:11:54	3501308	120.3790
2023-08-01	14:11:54	3511602	120.3790
2023-08-01	14:11:54	3519300	120.3790
2023-08-01	14:11:54	3529374	120.3790
2023-08-01	14:11:54	3534571	120.3790
2023-08-01	14:11:54	3545028	120.3790
2023-08-01	14:11:54	3549216	120.3790
2023-08-01	14:11:54	3565791	120.3790
2023-08-01	14:11:54	3578521	120.3790
2023-08-01	14:11:54	3584719	120.3790
2023-08-01	14:11:54	3588967	120.3790
2023-08-01	14:11:54	3597880	120.3790
2023-08-01	14:11:54	3605366	120.3790
2023-08-01	14:11:54	3611584	120.3790
2023-08-01	14:11:54	3616218	120.3790
2023-08-01	14:11:54	3620225	120.3790
2023-08-01	14:11:54	3630656	120.3790
2023-08-01	14:11:54	3635873	120.3790
2023-08-01	14:11:54	3640865	120.3790
2023-08-01	14:11:54	3648785	120.3790
2023-08-01	14:11:54	3655356	120.3790
2023-08-01	14:11:54	3662674	120.3790
2023-08-01	14:11:54	3669539	120.3790
2023-08-01	14:11:54	3675894	120.3790
2023-08-01	14:11:54	3683270	120.3790
2023-08-01	14:11:54	3690165	120.3790
2023-08-01	14:11:54	3698151	120.3790
2023-08-01	14:11:54	3706037	120.3790
2023-08-01	14:11:54	3714735	120.3790
2023-08-01	14:11:54	3722098	120.3790
2023-08-01	14:11:54	3727929	120.3790
2023-08-01	14:11:54	3734525	120.3790
2023-08-01	14:11:54	3740659	120.3790
2023-08-01	14:11:54	3747881	120.3790
2023-08-01	14:11:54	3755275	120.3790
2023-08-01	14:11:54	3762774	120.3790
2023-08-01	14:11:54	3770195	120.3790
2023-08-01	14:11:54	3776711	120.3790
2023-08-01	14:11:54	3780838	120.3790
2023-08-01	14:11:54	3790368	120.3790
2023-08-01	14:11:54	3796205	120.3790
2023-08-01	14:11:54	3802080	120.3790
2023-08-01	14:11:54	3806556	120.3790
2023-08-01	14:11:54	3812378	120.3790
2023-08-01	14:11:54	3820555	120.3790
2023-08-01	14:11:54	3824414	120.3790
2023-08-01	14:11:54	3829695	120.3790
2023-08-01	14:11:54	3834588	120.3790
2023-08-01	14:11:54	3839900	120.3790
2023-08-01	14:11:54	3844190	120.3790
2023-08-01	14:11:54	3851948	120.3790
2023-08-01	14:11:54	3858049	120.3790
2023-08-01	14:11:54	3862850	120.3790
2023-08-01	14:11:54	3866865	120.3790
2023-08-01	14:11:54	3881059	120.3790
2023-08-01	14:11:54	3885034	120.3790
2023-08-01	14:11:54	3894101	120.3790
2023-08-01	14:11:54	3899548	120.3790
2023-08-01	14:11:54	3905500	120.3790
2023-08-01	14:11:54	3910664	120.3790
2023-08-01	14:11:54	3936835	120.3790
2023-08-01	14:11:54	3945046	120.3790
2023-08-01	14:11:54	3948743	120.3790
2023-08-01	14:11:54	3955573	120.3790
2023-08-01	14:11:54	3958250	120.3790
2023-08-01	14:11:54	3990604	120.3790
2023-08-01	14:11:54	3999979	120.3790
2023-08-01	14:11:54	4010853	120.3790
2023-08-01	14:11:54	4017537	120.3790
2023-08-01	14:11:54	4025769	120.3790
2023-08-01	14:11:54	4032847	120.3790
2023-08-01	14:11:54	4046860	120.3790
2023-08-01	14:11:54	4054025	120.3790
2023-08-01	14:11:54	4062263	120.3790
2023-08-01	14:11:54	4075234	120.3790
2023-08-01	14:11:54	4079449	120.3790
2023-08-01	14:11:54	4085642	120.3790
2023-08-01	14:11:54	4094769	120.3790
2023-08-01	14:11:54	4101304	120.3790
2023-08-01	14:11:54	4107693	120.3790
2023-08-01	14:11:54	4114477	120.3790
2023-08-01	14:11:54	4126639	120.3790
2023-08-01	14:11:54	4132651	120.3790
2023-08-01	14:11:54	4139048	120.3790
2023-08-01	14:11:54	4147624	120.3790
2023-08-01	14:11:54	4154417	120.3790
2023-08-01	14:11:54	4164837	120.3790
2023-08-01	14:11:54	4174614	120.3790
2023-08-01	14:11:54	4182379	120.3790
2023-08-01	14:11:54	4186776	120.3790
2023-08-01	14:11:54	4196185	120.3790
2023-08-01	14:11:54	4203779	120.3790
2023-08-01	14:11:54	4212291	120.3790
2023-08-01	14:11:54	4218509	120.3790
2023-08-01	14:11:54	4226244	120.3790
2023-08-01	14:11:54	4232754	120.3790
2023-08-01	14:11:54	4238041	120.3790
2023-08-01	14:11:54	4245781	120.3790
2023-08-01	14:11:54	4250381	120.3790
2023-08-01	14:11:54	4254836	120.3790
2023-08-01	14:11:54	4258755	120.3790
2023-08-01	14:11:54	4265406	120.3790
2023-08-01	14:11:54	4271203	120.3790
2023-08-01	14:11:54	4279736	120.3790
2023-08-01	14:11:54	4289877	120.3790
2023-08-01	14:11:54	4296888	120.3790
2023-08-01	14:11:54	4303672	120.3790
2023-08-01	14:11:54	4310329	120.3790
2023-08-01	14:11:55	4318284	120.3790
2023-08-01	14:11:55	4326000	120.3790
2023-08-01	14:11:55	4333315	120.3790
2023-08-01	14:11:55	4340141	120.3790
2023-08-01	14:11:55	4349717	120.3790
2023-08-01	14:11:55	4357536	120.3790
2023-08-01	14:11:55	4362683	120.3790
2023-08-01	14:11:55	4366933	120.3790
2023-08-01	14:11:55	4370859	120.3790
2023-08-01	14:11:55	4377034	120.3790
2023-08-01	14:11:55	4381202	120.3790
2023-08-01	14:11:55	4388933	120.3790
2023-08-01	14:11:55	4395386	120.3790
2023-08-01	14:11:55	4402321	120.3790
2023-08-01	14:11:55	4406855	120.3790
2023-08-01	14:11:55	4414733	120.3790
2023-08-01	14:11:55	4421619	120.3790
2023-08-01	14:11:55	4428701	120.3790
2023-08-01	14:11:55	4434159	120.3790
2023-08-01	14:11:55	4440481	120.3790
2023-08-01	14:11:55	4446180	120.3790
2023-08-01	14:11:55	4454379	120.3790
2023-08-01	14:11:55	4463816	120.3790
2023-08-01	14:11:55	4470909	120.3790
2023-08-01	14:11:55	4476922	120.3790
2023-08-01	14:11:55	4482687	120.3790
2023-08-01	14:11:55	4488442	120.3790
2023-08-01	14:11:55	4494060	120.3790
2023-08-01	14:11:55	4498324	120.3790
2023-08-01	14:11:55	4502568	120.3790
2023-08-01	14:11:55	4506987	120.3790
2023-08-01	14:11:55	4511626	120.3790
2023-08-01	14:11:55	4517302	120.3790
2023-08-01	14:11:55	4522468	120.3790
2023-08-01	14:11:55	4546147	120.3790
2023-08-01	14:11:55	4557024	120.3790
2023-08-01	14:11:55	4564556	120.3790
2023-08-01	14:11:55	4568658	120.3790
2023-08-01	14:11:55	4575892	120.3790
2023-08-01	14:11:55	4581673	120.3790
2023-08-01	14:11:55	4588166	120.3790
2023-08-01	14:11:55	4595010	120.3790
2023-08-01	14:11:55	4602157	120.3790
2023-08-01	14:11:55	4608318	120.3790
2023-08-01	14:11:55	4630810	120.3790
2023-08-01	14:11:55	4637260	120.3790
2023-08-01	14:11:55	4647559	120.3790
2023-08-01	14:11:55	4652605	120.3790
2023-08-01	14:11:55	4664097	120.3790
2023-08-01	14:11:55	4674481	120.3790
2023-08-01	14:11:55	4686472	120.3790
2023-08-01	14:11:55	4694357	120.3790
2023-08-01	14:11:55	4708650	120.3790
2023-08-01	14:11:55	4715315	120.3790
2023-08-01	14:11:55	4721598	120.3790
2023-08-01	14:11:55	4730753	120.3790
2023-08-01	14:11:55	4737075	120.3790
2023-08-01	14:11:55	4749377	120.3790
2023-08-01	14:11:55	4755989	120.3790
2023-08-01	14:11:55	4768787	120.3790
2023-08-01	14:11:55	4777188	120.3790
2023-08-01	14:11:55	4786218	120.3790
2023-08-01	14:11:55	4795192	120.3790
2023-08-01	14:11:55	4801352	120.3790
2023-08-01	14:11:55	4806878	120.3790
2023-08-01	14:11:55	4813309	120.3790
2023-08-01	14:11:55	4818122	120.3790
2023-08-01	14:11:55	4823448	120.3790
2023-08-01	14:11:55	4827932	120.3790
2023-08-01	14:11:55	4832401	120.3790
2023-08-01	14:11:55	4837635	120.3790
2023-08-01	14:11:55	4845388	120.3790
2023-08-01	14:11:55	4861423	120.3790
2023-08-01	14:11:55	4869069	120.3790
2023-08-01	14:11:55	4876991	120.3790
2023-08-01	14:11:55	4885210	120.3790
2023-08-01	14:11:55	4891417	120.3790
2023-08-01	14:11:55	4897078	120.3790
2023-08-01	14:11:55	4907824	120.3790
2023-08-01	14:11:55	4915151	120.3790
2023-08-01	14:11:55	4921101	120.3790
2023-08-01	14:11:55	4926676	120.3790
2023-08-01	14:11:55	4932892	120.3790
2023-08-01	14:11:55	4939726	120.3790
2023-08-01	14:11:55	4947960	120.3790
2023-08-01	14:11:55	4952777	120.3790
2023-08-01	14:11:55	4960308	120.3790
2023-08-01	14:11:55	4968079	120.3790
2023-08-01	14:11:55	4972699	120.3790
2023-08-01	14:11:55	4977730	120.3790
2023-08-01	14:11:55	4982797	120.3790
2023-08-01	14:11:55	4987925	120.3790
2023-08-01	14:11:55	4994111	120.3790
2023-08-01	14:11:55	5001146	120.3790
2023-08-01	14:11:55	5008013	120.3790
2023-08-01	14:11:55	5014313	120.3790
2023-08-01	14:11:55	5019308	120.3790
2023-08-01	14:11:55	5023738	120.3790
2023-08-01	14:11:55	5028332	120.3790
2023-08-01	14:11:55	5032907	120.3790
2023-08-01	14:11:55	5037689	120.3790
2023-08-01	14:11:55	5043561	120.3790
2023-08-01	14:11:55	5048789	120.3790
2023-08-01	14:11:55	5054045	120.3790
2023-08-01	14:11:55	5058721	120.3790
2023-08-01	14:11:55	5063615	120.3790
2023-08-01	14:11:55	5069120	120.3790
2023-08-01	14:11:55	5078021	120.3790
2023-08-01	14:11:55	5086003	120.3790
2023-08-01	14:11:55	5094598	120.3790
2023-08-01	14:11:55	5101220	120.3790
2023-08-01	14:11:55	5106681	120.3790
2023-08-01	14:11:55	5111108	120.3790
2023-08-01	14:11:55	5118097	120.3790
2023-08-01	14:11:55	5126753	120.3790
2023-08-01	14:11:55	5132211	120.3790
2023-08-01	14:11:55	5142611	120.3790
2023-08-01	14:11:55	5146617	120.3790
2023-08-01	14:11:55	5156766	120.3790
2023-08-01	14:11:55	5167238	120.3790
2023-08-01	14:11:55	5175204	120.3790
2023-08-01	14:11:55	5186014	120.3790
2023-08-01	14:11:55	5197789	120.3790
2023-08-01	14:11:55	5209283	120.3790
2023-08-01	14:11:55	5217093	120.3790
2023-08-01	14:11:55	5221043	120.3790
2023-08-01	14:11:55	5232050	120.3790
2023-08-01	14:11:55	5237995	120.3790
2023-08-01	14:11:55	5246189	120.3790
2023-08-01	14:11:55	5254594	120.3790
2023-08-01	14:11:55	5261302	120.3790
2023-08-01	14:11:55	5264509	120.3790
2023-08-01	14:11:55	5283166	120.3790
2023-08-01	14:11:55	5288211	120.3790
